id,host id,host_identity_verified,neighbourhood group,neighbourhood,lat,long,country code,cancellation_policy,room type,Construction year,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,price,service fee,instant_bookable_False,instant_bookable_True
1009621.0,46551725984.0,verified,Manhattan,West Village,40.7353,-74.00525,US,1.0,Entire home/apt,2018.0,90.0,27.0,10/31/2018,0.02102102102102102,3.0,0.0,100.0,578,,0.0,1.0
1020667.0,57938703679.0,unconfirmed,Brooklyn,Bedford-Stuyvesant,40.6831,-73.95473,US,0.0,Private room,2016.0,1.0,74.0,5/12/2019,0.06506506506506507,,0.0196078431372549,76.0,191,38.0,0.0,1.0
1021219.0,53343148512.0,verified,Brooklyn,South Slope,40.66869,-73.9878,US,0.5,Private room,2003.0,4.0,168.0,6/21/2019,0.14014014014014012,,0.0392156862745098,416.0,"1,111",222.0,0.0,1.0
1021771.0,26207748876.0,verified,Brooklyn,Bedford-Stuyvesant,40.68876,-73.94312,US,0.5,Private room,2004.0,60.0,0.0,,,,0.0,294.0,203,41.0,1.0,0.0
1022323.0,88653822946.0,verified,Brooklyn,Bushwick,40.70186,-73.92745,US,0.5,Entire home/apt,2005.0,2.0,231.0,6/22/2019,0.19519519519519518,3.0,0.0196078431372549,214.0,"1,097",219.0,0.0,1.0
1022876.0,49725315867.0,verified,Brooklyn,Flatbush,40.63702,-73.96327,US,0.0,Private room,2011.0,1.0,0.0,,,3.0,0.0,356.0,"1,02",204.0,0.0,1.0
1023428.0,31736204344.0,unconfirmed,Manhattan,Lower East Side,40.71401,-73.98917,US,0.5,Shared room,2012.0,1.0,214.0,7/5/2019,0.18018018018018017,5.0,0.058823529411764705,110.0,"1,01",202.0,1.0,0.0
1023980.0,63131487263.0,unconfirmed,Manhattan,East Village,40.7229,-73.98199,US,0.0,Private room,2005.0,2.0,245.0,6/21/2019,0.20720720720720723,3.0,0.0196078431372549,354.0,563,113.0,0.0,1.0
1024533.0,50357575975.0,verified,Brooklyn,South Slope,40.66278,-73.97966,US,1.0,Entire home/apt,2020.0,3.0,15.0,5/27/2019,0.038038038038038034,2.0,0.0,33.0,370,74.0,1.0,0.0
1025085.0,45597582469.0,unconfirmed,Brooklyn,Fort Greene,40.69673,-73.97584,US,0.0,Private room,2008.0,7.0,25.0,9/30/2018,0.022022022022022022,1.0,0.0,405.0,687,137.0,0.0,1.0
1025637.0,55430108992.0,unconfirmed,Manhattan,Upper West Side,40.79009,-73.97927,US,0.0,Private room,2017.0,4.0,81.0,6/16/2019,0.06806806806806806,3.0,0.0,86.0,856,171.0,1.0,0.0
1026190.0,2107606817.0,unconfirmed,Manhattan,Harlem,40.81175,-73.94478,US,1.0,Entire home/apt,2006.0,7.0,97.0,6/13/2019,0.08308308308308308,,0.0,152.0,62,12.0,0.0,1.0
1026742.0,41615406010.0,unconfirmed,Brooklyn,Prospect-Lefferts Gardens,40.65944,-73.96238,US,0.0,Entire home/apt,2007.0,,11.0,6/5/2019,0.04804804804804805,,0.0,353.0,435,87.0,1.0,0.0
1027294.0,81253735818.0,unconfirmed,Queens,Long Island City,40.74771,-73.9474,US,1.0,Private room,2022.0,,248.0,7/1/2019,0.22422422422422425,,0.0,26.0,916,183.0,1.0,0.0
1027846.0,42134614458.0,verified,Brooklyn,Bedford-Stuyvesant,40.68111,-73.95591,US,0.5,Entire home/apt,2019.0,,61.0,5/25/2019,0.05105105105105105,,0.0,32.0,459,92.0,1.0,0.0
1028399.0,53466382920.0,verified,Brooklyn,Bedford-Stuyvesant,40.68554,-73.9409,US,0.5,Entire home/apt,2015.0,,11.0,1/1/2017,0.00900900900900901,1.0,0.0,85.0,363,73.0,1.0,0.0
1028951.0,49393946881.0,unconfirmed,Brooklyn,Fort Greene,40.69142,-73.97376,US,0.0,Private room,2009.0,,135.0,6/17/2019,0.1151151151151151,1.0,0.0196078431372549,,212,42.0,0.0,1.0
1029503.0,1529890895.0,unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68043,-73.93934,US,0.5,Private room,2015.0,,112.0,6/16/2019,0.10010010010010009,2.0,0.0392156862745098,,728,146.0,0.0,1.0
1030056.0,50562514538.0,unconfirmed,Manhattan,Upper West Side,40.78635,-73.97008,US,0.0,Entire home/apt,2013.0,,73.0,7/7/2019,0.06206206206206206,3.0,0.0,,901,180.0,1.0,0.0
1030608.0,49585766302.0,verified,Brooklyn,Williamsburg,40.7042,-73.9356,US,1.0,Entire home/apt,2007.0,,82.0,5/17/2019,0.06906906906906907,2.0,0.0,,335,67.0,1.0,0.0
1031160.0,52857769781.0,unconfirmed,Brooklyn,Greenpoint,40.73506,-73.95392,US,0.5,Entire home/apt,2014.0,,328.0,6/29/2019,0.28128128128128127,5.0,0.0,,254,51.0,1.0,0.0
1031713.0,39829029279.0,verified,Manhattan,Kips Bay,40.73961,-73.98074,US,0.5,Entire home/apt,2017.0,,19.0,3/25/2019,0.02102102102102102,5.0,0.0,,903,181.0,0.0,1.0
1032265.0,84933495312.0,unconfirmed,Brooklyn,Williamsburg,40.70881,-73.9593,US,0.5,Entire home/apt,2012.0,30.0,105.0,6/22/2019,0.0890890890890891,5.0,0.0,,439,88.0,0.0,1.0
1032817.0,18424415847.0,unconfirmed,Manhattan,Lower East Side,40.72004,-73.99104,US,1.0,Private room,2009.0,5.0,19.0,5/18/2019,0.016016016016016016,4.0,0.0,,"1,024",205.0,1.0,0.0
1033369.0,48877238684.0,unconfirmed,Manhattan,Hell's Kitchen,40.75531,-73.99293,US,0.0,Private room,2006.0,2.0,289.0,6/9/2019,0.2482482482482483,3.0,0.0196078431372549,,658,132.0,1.0,0.0
1033922.0,71987706184.0,verified,Brooklyn,Greenpoint,40.72401,-73.93788,US,1.0,Private room,2020.0,4.0,138.0,6/4/2019,0.1181181181181181,1.0,0.0392156862745098,,543,109.0,0.0,1.0
1034474.0,85649449746.0,verified,Manhattan,SoHo,40.7221,-73.99775,US,0.0,Entire home/apt,2019.0,30.0,21.0,6/29/2019,0.029029029029029027,5.0,0.0,,256,51.0,0.0,1.0
1035026.0,22028915442.0,unconfirmed,Brooklyn,Williamsburg,40.71185,-73.96204,US,0.5,Private room,2012.0,2.0,42.0,6/30/2019,0.037037037037037035,3.0,0.0,,294,59.0,0.0,1.0
1035579.0,51930287368.0,unconfirmed,Manhattan,Chelsea,40.74623,-73.9953,US,0.5,Entire home/apt,2004.0,180.0,5.0,11/3/2018,0.011011011011011011,2.0,0.0,,779,156.0,1.0,0.0
1036131.0,85658272266.0,unconfirmed,Manhattan,Upper East Side,40.77065,-73.95269,US,0.0,Entire home/apt,2020.0,2.0,66.0,3/30/2019,0.05605605605605605,5.0,0.0196078431372549,,653,131.0,0.0,1.0
1036683.0,91715353208.0,unconfirmed,Brooklyn,Prospect Heights,40.67811,-73.96428,US,1.0,Entire home/apt,2012.0,30.0,143.0,1/26/2019,0.13213213213213212,1.0,0.0196078431372549,,303,61.0,1.0,0.0
1037236.0,71078326464.0,unconfirmed,Brooklyn,Clinton Hill,40.69,-73.96788,US,1.0,Private room,2010.0,7.0,27.0,9/30/2017,0.022022022022022022,2.0,0.0196078431372549,,825,165.0,0.0,1.0
1037788.0,20543275700.0,verified,Manhattan,Hell's Kitchen,40.75979,-73.99119,US,0.0,Private room,2013.0,30.0,191.0,,0.16416416416416416,1.0,0.0,,646,129.0,0.0,1.0
1038340.0,42969787263.0,verified,Brooklyn,Park Slope,40.67343,-73.98338,US,1.0,Entire home/apt,2006.0,3.0,4.0,9/24/2017,0.015015015015015015,3.0,0.0,,"1,037",207.0,1.0,0.0
1038892.0,79667908130.0,unconfirmed,Manhattan,East Village,40.72649,-73.97904,US,0.0,Private room,2015.0,1.0,338.0,7/1/2019,0.47147147147147145,3.0,0.0196078431372549,,87,17.0,0.0,1.0
1039445.0,19095545297.0,unconfirmed,Brooklyn,Williamsburg,40.70933,-73.96792,US,0.5,Entire home/apt,2007.0,1.0,148.0,6/23/2019,0.13913913913913914,1.0,0.0,,316,63.0,1.0,0.0
1039997.0,58710475260.0,unconfirmed,Manhattan,East Village,40.72298,-73.98474,US,1.0,Private room,2017.0,1.0,106.0,6/21/2019,0.12512512512512514,3.0,0.0196078431372549,,735,147.0,1.0,0.0
1040549.0,27952493551.0,unconfirmed,Manhattan,East Harlem,40.80164,-73.93922,US,1.0,Entire home/apt,2017.0,4.0,190.0,6/23/2019,0.16316316316316315,4.0,0.0,,524,105.0,1.0,0.0
1041102.0,90314634438.0,unconfirmed,Manhattan,East Village,40.72162,-73.98008,US,0.5,Entire home/apt,2019.0,9.0,49.0,5/14/2018,0.04204204204204204,3.0,0.0,,238,48.0,1.0,0.0
1041654.0,44843744875.0,verified,Manhattan,Hell's Kitchen,40.76342,-73.98865,US,0.5,Private room,2017.0,7.0,23.0,6/1/2019,0.04204204204204204,3.0,0.0,,603,121.0,1.0,0.0
1042206.0,98195975718.0,unconfirmed,,Washington Heights,40.83139,-73.94095,US,0.5,Private room,2011.0,2.0,49.0,6/18/2019,0.15915915915915915,2.0,0.0196078431372549,,571,114.0,0.0,1.0
1042759.0,4726877402.0,unconfirmed,,Clinton Hill,40.68346,-73.96374,US,0.0,Private room,2014.0,2.0,105.0,6/26/2019,0.09109109109109109,1.0,0.0,,398,80.0,1.0,0.0
1043311.0,74322993447.0,verified,,East Village,40.72828,-73.98801,US,0.0,Entire home/apt,2018.0,5.0,21.0,1/2/2019,0.019019019019019017,4.0,0.0,,618,124.0,1.0,0.0
1043863.0,11468499446.0,verified,,Upper East Side,40.76865,-73.95058,US,0.0,Private room,2007.0,1.0,142.0,7/6/2019,0.14914914914914915,4.0,0.0,,116,23.0,0.0,1.0
1044415.0,68599531533.0,unconfirmed,,Woodside,40.75038,-73.90334,US,1.0,Private room,2012.0,30.0,25.0,,0.02102102102102102,2.0,0.0,,54,11.0,0.0,1.0
1044968.0,43811392937.0,unconfirmed,Brooklyn,Fort Greene,40.6932,-73.97267,US,1.0,Private room,2013.0,3.0,143.0,6/16/2019,0.12712712712712712,2.0,0.0,,744,149.0,1.0,0.0
1045520.0,6644226026.0,unconfirmed,Manhattan,Chelsea,40.74138,-74.00197,US,0.0,Private room,2011.0,3.0,167.0,5/28/2019,0.16416416416416416,4.0,0.0,,"1,065",213.0,0.0,1.0
1046072.0,73077753757.0,verified,Brooklyn,Williamsburg,40.71154,-73.96112,US,0.5,Private room,2017.0,3.0,61.0,4/22/2019,0.05305305305305306,3.0,0.058823529411764705,,"1,057",211.0,1.0,0.0
1046625.0,97798221815.0,verified,Manhattan,Harlem,40.82915,-73.95136,US,1.0,Entire home/apt,2005.0,31.0,54.0,3/23/2019,0.04804804804804805,3.0,0.0,,"1,056",211.0,0.0,1.0
1047177.0,54627928830.0,verified,Manhattan,Lower East Side,40.71851,-73.98892,US,0.5,Entire home/apt,2017.0,5.0,70.0,,0.06106106106106106,4.0,0.0,,909,182.0,0.0,1.0
1047729.0,88585125323.0,verified,Brooklyn,Flatbush,40.65401,-73.96323,US,0.5,Entire home/apt,2017.0,6.0,16.0,6/15/2019,0.014014014014014012,4.0,0.0,,586,117.0,0.0,1.0
1048282.0,15834881958.0,unconfirmed,Manhattan,Lower East Side,40.7114,-73.98794,US,0.0,Private room,2013.0,30.0,94.0,4/8/2019,0.08308308308308308,3.0,0.0,,575,115.0,0.0,1.0
1048834.0,34333762709.0,unconfirmed,Brooklyn,Brooklyn Heights,40.69723,-73.99268,US,0.0,Entire home/apt,2013.0,1.0,25.0,8/4/2016,0.02302302302302302,3.0,0.0,,292,58.0,1.0,0.0
1049386.0,76203104999.0,verified,Brooklyn,Williamsburg,40.71833,-73.95748,US,0.0,Entire home/apt,2007.0,3.0,61.0,8/9/2018,0.05205205205205205,4.0,0.0,,194,39.0,0.0,1.0
1049938.0,7693754055.0,unconfirmed,Manhattan,East Village,40.72334,-73.9844,US,1.0,Private room,2022.0,3.0,194.0,6/30/2019,0.17217217217217218,2.0,0.0,,123,25.0,0.0,1.0
1050491.0,65444463877.0,unconfirmed,Manhattan,East Village,40.72912,-73.98057,US,0.0,Private room,2004.0,1.0,2.0,2/14/2016,0.004004004004004004,5.0,0.0,,"1,079",216.0,1.0,0.0
1051043.0,14067827221.0,unconfirmed,,Williamsburg,40.71156,-73.96218,US,0.5,Private room,2015.0,3.0,174.0,6/22/2019,0.15315315315315314,5.0,0.058823529411764705,,266,53.0,1.0,0.0
1051595.0,12884105458.0,unconfirmed,,Bushwick,40.70032,-73.9383,US,0.5,Private room,2012.0,4.0,24.0,,0.02702702702702703,5.0,0.0,,728,146.0,0.0,1.0
1052148.0,63218812094.0,unconfirmed,,Prospect Heights,40.68233,-73.97261,US,1.0,Entire home/apt,2021.0,4.0,166.0,6/27/2019,0.33933933933933935,2.0,0.0,,583,117.0,0.0,1.0
1052700.0,89635238032.0,unconfirmed,Brooklyn,Clinton Hill,40.68634,-73966.0,US,0.5,Private room,2012.0,7.0,16.0,5/31/2019,0.019019019019019017,,0.09803921568627451,,51,10.0,0.0,1.0
1053252.0,40398018895.0,unconfirmed,Brooklyn,Prospect Heights,40.68035,-73.97162,US,0.5,Entire home/apt,2018.0,7.0,21.0,5/21/2019,0.029029029029029027,,0.0,,588,118.0,0.0,1.0
1053805.0,85349309260.0,unconfirmed,Brooklyn,Williamsburg,40.70984,-73.95775,US,0.5,Entire home/apt,2010.0,5.0,168.0,7/22/2018,0.15615615615615616,,0.0,82.0,360,72.0,0.0,1.0
1054357.0,43086080920.0,verified,Brooklyn,Bushwick,40.70093,-73.92609,US,0.0,Entire home/apt,2011.0,,118.0,6/18/2019,0.1041041041041041,,0.0196078431372549,92.0,380,76.0,0.0,1.0
1054909.0,8644470108.0,verified,Manhattan,Upper West Side,40.79764,-73.96177,US,0.0,Entire home/apt,2017.0,,,7/7/2019,0.07007007007007006,,0.0,55.0,343,69.0,0.0,1.0
1060984.0,38981444696.0,unconfirmed,Brooklyn,Williamsburg,40.71459,-73.94844,US,0.0,Entire home/apt,2017.0,30.0,29.0,5/26/2018,0.03903903903903904,1.0,0.0,83.0,589,118.0,0.0,1.0
1061537.0,18044628997.0,unconfirmed,Manhattan,Harlem,40.8092,-73.94421,US,1.0,Private room,2005.0,2.0,170.0,6/23/2019,0.16016016016016016,1.0,0.0,258.0,839,168.0,0.0,1.0
1062089.0,85201462079.0,verified,Brooklyn,Gowanus,40.68157,-73.98989,US,0.0,Entire home/apt,2011.0,30.0,19.0,3/17/2017,0.019019019019019017,2.0,0.0,400.0,528,106.0,1.0,0.0
1062641.0,61210263217.0,unconfirmed,Manhattan,Hell's Kitchen,40.75527,-73.99291,US,0.0,Private room,2014.0,2.0,334.0,6/16/2019,0.2992992992992993,1.0,0.0196078431372549,34.0,66,13.0,0.0,1.0
1063194.0,85719117699.0,unconfirmed,Brooklyn,Clinton Hill,40.68698,-73.96572,US,1.0,Private room,2014.0,2.0,19.0,6/2/2019,0.019019019019019017,4.0,0.09803921568627451,203.0,761,152.0,1.0,0.0
1063746.0,95420528585.0,verified,Manhattan,East Village,40.7288,-73.98192,US,1.0,Entire home/apt,2007.0,7.0,12.0,,0.012012012012012012,5.0,0.0,35.0,523,105.0,0.0,1.0
1064298.0,56820832918.0,unconfirmed,Brooklyn,South Slope,40.66853,-73.98912,US,0.0,Entire home/apt,2004.0,30.0,467.0,12/30/2018,0.4214214214214214,3.0,0.0196078431372549,280.0,631,126.0,1.0,0.0
1064851.0,63842204720.0,unconfirmed,Manhattan,East Village,40.7254,-73.98157,US,1.0,Entire home/apt,2008.0,2.0,7.0,8/9/2017,0.005005005005005004,5.0,,417.0,677,135.0,0.0,1.0
1065403.0,14374368872.0,unconfirmed,Manhattan,Kips Bay,40.74294,-73.98009,US,1.0,Entire home/apt,2008.0,5.0,38.0,12/2/2015,0.037037037037037035,3.0,,162.0,574,115.0,1.0,0.0
1065955.0,40328778117.0,unconfirmed,Brooklyn,Williamsburg,40.71942,-73.95748,US,1.0,Entire home/apt,2003.0,3.0,324.0,6/23/2019,0.3003003003003003,,,169.0,232,46.0,1.0,0.0
1066507.0,87894881413.0,unconfirmed,Manhattan,Upper West Side,40.77823,-73.97637,US,0.0,Entire home/apt,,6.0,27.0,4/27/2019,0.026026026026026026,,,237.0,"1,154",231.0,0.0,1.0
1067060.0,27506185339.0,unconfirmed,Manhattan,East Village,40.72555,-73.97965,US,0.0,Entire home/apt,,1.0,115.0,6/7/2019,0.1041041041041041,,,242.0,737,147.0,1.0,0.0
1067612.0,25474679480.0,unconfirmed,Brooklyn,South Slope,40.66831,-73.98604,US,0.5,Private room,,2.0,354.0,5/20/2019,0.31931931931931934,,,227.0,456,91.0,1.0,0.0
1068164.0,81078988196.0,unconfirmed,Manhattan,Harlem,40.82754,-73.94919,US,0.5,Entire home/apt,2005.0,2.0,195.0,7/1/2019,0.2022022022022022,,,173.0,291,58.0,0.0,1.0
1068717.0,9853816495.0,unconfirmed,Brooklyn,South Slope,40.66499,-73.97925,US,0.0,Entire home/apt,2021.0,2.0,16.0,12/30/2018,0.02302302302302302,,,146.0,996,199.0,1.0,0.0
1069269.0,65890112273.0,unconfirmed,Manhattan,Upper West Side,40.77842,-73.97556,US,1.0,Entire home/apt,2008.0,7.0,13.0,6/26/2019,0.011011011011011011,,,243.0,788,158.0,0.0,1.0
1069821.0,21125900343.0,unconfirmed,Manhattan,East Village,40.72245,-73.98527,US,1.0,Entire home/apt,2013.0,4.0,25.0,12/10/2021,0.022022022022022022,1.0,,425.0,"1,105",221.0,0.0,1.0
1070374.0,63113999922.0,verified,Brooklyn,Prospect-Lefferts Gardens,40.65593,-73.96053,US,0.5,Private room,2015.0,2.0,9.0,10/5/2018,0.007007007007007008,4.0,,113.0,"1,109",222.0,1.0,0.0
1070926.0,96956465387.0,verified,Brooklyn,Williamsburg,40.71923,-73.96468,US,0.0,Private room,2004.0,1.0,9.0,9/18/2021,0.007007007007007008,4.0,,260.0,659,132.0,0.0,1.0
1071478.0,77172555024.0,unconfirmed,Manhattan,Upper East Side,40778.0,-73.94822,US,0.0,Entire home/apt,2007.0,5.0,21.0,8/15/2024,0.018018018018018018,4.0,,395.0,571,114.0,0.0,1.0
1072030.0,44493053522.0,verified,Manhattan,Washington Heights,40.85879,-73.93128,US,1.0,Private room,2010.0,15.0,36.0,8/17/2017,0.03203203203203203,5.0,,266.0,736,147.0,1.0,0.0
1072583.0,46312284523.0,verified,Brooklyn,Bedford-Stuyvesant,40.68332,-73.9547,US,0.5,Private room,2013.0,3.0,63.0,5/14/2019,0.05705705705705705,1.0,,58.0,946,189.0,1.0,0.0
1073135.0,90525781448.0,unconfirmed,Manhattan,Harlem,40.81618,-73.94894,US,1.0,Entire home/apt,2005.0,3.0,155.0,6/20/2019,0.14114114114114112,3.0,0.0392156862745098,410.0,449,90.0,1.0,0.0
1073687.0,35058485479.0,verified,Brooklyn,Clinton Hill,40.68414,-73.96351,US,0.5,Private room,2018.0,3.0,260.0,7/3/2019,0.23423423423423426,4.0,0.0,388.0,930,186.0,0.0,1.0
1074240.0,24559680874.0,verified,Manhattan,East Village,40.72392,-73.99143,US,0.0,Entire home/apt,2006.0,5.0,73.0,6/25/2019,0.06506506506506507,4.0,0.0,13.0,329,66.0,1.0,0.0
1074792.0,48867545848.0,verified,Brooklyn,Greenpoint,40.73494,-73.9503,US,1.0,Private room,2006.0,3.0,193.0,5/20/2019,0.1851851851851852,2.0,0.0,62.0,"1,125",225.0,0.0,1.0
1075344.0,77518406270.0,unconfirmed,Manhattan,Lower East Side,40.71341,-73.98856,US,0.5,Entire home/apt,2013.0,3.0,32.0,6/14/2019,0.028028028028028024,5.0,0.0,62.0,"1,099",220.0,1.0,0.0
1075897.0,53246473793.0,unconfirmed,Manhattan,Hell's Kitchen,40.76754,-73.98399,US,0.0,Private room,2013.0,2.0,50.0,5/26/2019,0.044044044044044044,2.0,0.0392156862745098,366.0,256,51.0,0.0,1.0
1076449.0,80835835733.0,unconfirmed,Manhattan,West Village,40.73442,-74.00303,US,0.0,Entire home/apt,2013.0,29.0,26.0,7/1/2019,0.024024024024024024,5.0,0.0,338.0,263,53.0,1.0,0.0
1077001.0,41763838164.0,unconfirmed,Brooklyn,Flatlands,40.63188,-73.93248,US,0.5,Private room,2020.0,2.0,2.0,1/1/2019,0.001001001001001001,4.0,0.0,334.0,96,19.0,1.0,0.0
1077553.0,80213101260.0,verified,Brooklyn,Clinton Hill,40.6873,-73.9634,US,0.0,Private room,2021.0,,426.0,6/24/2019,0.3883883883883884,3.0,0.0392156862745098,92.0,"1,192",238.0,1.0,0.0
1078106.0,12359551036.0,unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68296,-73.93662,US,1.0,Entire home/apt,2010.0,,227.0,6/23/2019,0.2082082082082082,5.0,0.0196078431372549,-10.0,593,119.0,1.0,0.0
1078658.0,6534696854.0,verified,Brooklyn,Clinton Hill,40.6863,-73.96765,US,1.0,Private room,2012.0,,84.0,,0.07607607607607607,2.0,0.0392156862745098,378.0,490,98.0,1.0,0.0
1079210.0,63891709973.0,verified,Brooklyn,Greenpoint,40.73409,-73.95348,US,0.5,Entire home/apt,2016.0,,,,0.0020020020020020016,4.0,0.0,325.0,488,98.0,0.0,1.0
1079763.0,83716006050.0,unconfirmed,Brooklyn,Williamsburg,40.71561,-73.94835,US,0.5,Entire home/apt,2004.0,,10.0,,0.00900900900900901,5.0,0.0,-2.0,658,132.0,0.0,1.0
1080315.0,82129516523.0,unconfirmed,Brooklyn,Cobble Hill,40.6857,-73.99183,US,1.0,Entire home/apt,2017.0,,4.0,,0.003003003003003003,3.0,0.0,351.0,"1,109",222.0,1.0,0.0
1080867.0,57811865410.0,unconfirmed,Queens,Flushing,40.74028,-73.83168,US,0.0,Private room,2018.0,,1.0,,0.0,4.0,0.0,389.0,606,121.0,1.0,0.0
1081420.0,64718456383.0,unconfirmed,Brooklyn,Bedford-Stuyvesant,40.68281,-73.93524,US,0.5,Entire home/apt,2007.0,,124.0,,0.17117117117117117,2.0,0.0196078431372549,16.0,853,171.0,0.0,1.0
1081972.0,28474746188.0,unconfirmed,Brooklyn,Williamsburg,40.71596,-73.93938,US,0.0,Entire home/apt,2011.0,,11.0,7/2/2019,0.01001001001001001,3.0,0.0,325.0,172,34.0,1.0,0.0
1082524.0,22731046418.0,verified,Brooklyn,Williamsburg,40.71492,-73.95935,US,0.0,Entire home/apt,2007.0,4.0,240.0,6/17/2019,0.21821821821821824,3.0,0.0,337.0,,64.0,1.0,0.0
1083076.0,83696952551.0,verified,,East Village,40.72354,-73.98295,US,0.0,Entire home/apt,2003.0,3.0,30.0,6/17/2019,0.02702702702702703,5.0,0.0,344.0,,119.0,1.0,0.0
1083629.0,26995415534.0,verified,Brooklyn,Williamsburg,40.71165,-73.96087,US,0.5,Private room,2003.0,3.0,200.0,6/22/2019,0.1851851851851852,5.0,0.058823529411764705,166.0,"1,133",227.0,1.0,0.0
1084181.0,7020663711.0,unconfirmed,Brooklyn,Fort Greene,40.69101,-73.97312,US,0.0,Private room,2014.0,8.0,27.0,6/29/2019,0.1041041041041041,4.0,0.0784313725490196,18.0,162,32.0,1.0,0.0
1084733.0,45352858672.0,verified,Manhattan,West Village,40.73474,-74.00101,US,0.5,Private room,2009.0,4.0,79.0,6/22/2019,0.07307307307307306,3.0,0.0,130.0,944,189.0,1.0,0.0
1085286.0,28372000134.0,unconfirmed,Brooklyn,Prospect Heights,40.67386,-73.96641,US,0.5,Private room,2009.0,15.0,9.0,5/10/2013,0.008008008008008008,2.0,0.0,43.0,505,101.0,1.0,0.0
1085838.0,85684057000.0,verified,Brooklyn,Williamsburg,40.71536,-73.96057,US,0.0,Private room,2009.0,3.0,155.0,6/13/2019,0.16016016016016016,2.0,0.0,18.0,113,23.0,0.0,1.0
1086390.0,47292670441.0,unconfirmed,Brooklyn,Prospect Heights,40.6741,-73.96595,US,1.0,Entire home/apt,2020.0,15.0,4.0,8/27/2018,0.004004004004004004,3.0,0.0,0.0,810,162.0,1.0,0.0
1086943.0,80380133240.0,unconfirmed,Manhattan,East Harlem,40.79295,-73.93997,US,0.5,Private room,2022.0,2.0,34.0,,0.03103103103103103,5.0,0.0,373.0,370,74.0,1.0,0.0
